# GeoNames admin1 code	ISO 3166-2 code, or - when the unit has none	reason
# Reviewed by hand. The generator fails on a unit without a code, on an invalid code and on an unused line.
TK.N	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TW.01	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TW.04	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
UA.12	UA-30	Kyiv City (CLDR: Kyiv)
UA.20	UA-40	Sevastopol City (CLDR: Sevastopol)
VI.010	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VI.020	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VI.030	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.31	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.33	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.48	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.66	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.68	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.75	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.79	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.82	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
VN.92	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
XK.10096138	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
XK.10096859	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
XK.10097357	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
XK.10097358	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
XK.10097359	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
XK.10097360	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
XK.10097361	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97601	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97602	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97603	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97604	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97605	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97606	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97607	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97608	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97609	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97610	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97611	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97612	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97613	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97614	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97615	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97616	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
YT.97617	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
